,Text,Created_at,neg,neu,pos,compound,sentiment,top_10_only
476, @tessparas: thankful for the opportunity to talk to the legendary @ms_magazine about my work and creating what2\x80\x99s important to me - from2\x806',2019-10-16 21:22:00,0.0,0.488,0.512,0.8591,positive,set()
477," @readmorescience: a very courageous individual has asked me to share an anonymous, open letter about sexual assault. i am humbled to use2\x806'",2019-10-16 21:22:00,0.196,0.515,0.289,0.2023,positive,{'sexual'}
478,"hatmatzi they are the victims now, men and women. \n\neverything was going along so well (for .001%) until those2\x806 https://t.co/7sgrhpdnop'",2019-10-16 21:21:00,0.149,0.714,0.136,-0.0516,negative,set()
479, @hrw: the #metoo movement2\x80\x99s powerful new tool https://t.co/vk7utn7jyw #timesup https://t.co/of12hdi4k,2019-10-16 21:21:00,0.0,0.811,0.189,0.4215,positive,set()
480," @thejhf: learning about consent must be a part of all comprehensive, inclusive sexual education: https://t.co/15rrv6hdv7 https://t.co/hg2\x806'",2019-10-16 21:21:00,0.0,0.755,0.245,0.4404,positive,{'sexual'}
481," @thejhf: learning about consent must be a part of all comprehensive, inclusive sexual education: https://t.co/15rrv6hdv7 https://t.co/hg2\x806'",2019-10-16 21:21:00,0.0,0.755,0.245,0.4404,positive,{'sexual'}
482," @emmafromtoronto: hey everybody! something quick. you may (or may not!) remember that more than a year ago, i filed a formal complaint a2\x806'",2019-10-16 21:21:00,0.145,0.855,0.0,-0.296,negative,set()
483,#metoo #nursetwitter examples of good and bad things to say in this situation. https://t.co/unqswbvzzn',2019-10-16 21:20:00,0.243,0.556,0.201,-0.1531,negative,set()
484,i just signed this petition on organizefor with @colorofchange. will you join me? #o4 https://t.co/5z4yztrpls via @colorofchange',2019-10-16 21:20:00,0.0,0.784,0.216,0.296,positive,set()
485, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:20:00,0.181,0.819,0.0,-0.4767,negative,set()
486," @ewarren: two years ago, #metoo started a movement2\x80\x94millions spoke out and shared their stories. i'm fighting for an america where surviv2\x806""",2019-10-16 21:20:00,0.132,0.741,0.127,-0.0258,negative,"{'two', 'years'}"
487, @theview: actress and #metoo activist @alyssa_milano opens up about why she went public with her sexual assault story 25 years later: 2\x80\x9ci2\x806',2019-10-16 21:20:00,0.202,0.798,0.0,-0.5859,negative,"{'years', 'sexual'}"
488,calling out the hypocrisy of church 2\x80\x9cleaders2\x80\x9d who protect their self-interest and power instead of children who are2\x806 https://t.co/wamfpajisx',2019-10-16 21:20:00,0.0,0.728,0.272,0.6808,positive,set()
489," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 21:20:00,0.0,0.833,0.167,0.2023,positive,set()
490,"learning about consent must be a part of all comprehensive, inclusive sexual education: https://t.co/15rrv6hdv7 https://t.co/hgkmwowain'",2019-10-16 21:20:00,0.0,0.719,0.281,0.4404,positive,{'sexual'}
491," @translawcenter: trans women and femmes are among the most vulnerable to sexual violence, including from the police. #metoo\n\nhttps://t.c2\x806'",2019-10-16 21:19:00,0.353,0.647,0.0,-0.7184,negative,"{'sexual', 'women'}"
492,"lisabritton you2\x80\x99re forgetting that the point of metoo for the left was to destroy harmony between the sexes, doing2\x806 https://t.co/15ozlpckvk'",2019-10-16 21:19:00,0.182,0.677,0.141,-0.2023,negative,{'metoo'}
493," @boxersforlife: hey @betoorourke since you2\x80\x99re all about the #metoo movement and believing all women, @lgjustinfairfax the lt. governor o2\x806'",2019-10-16 21:19:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
494,soooo nobody gon mention the accusers of antonio brown? we moved on? iight \n\n#antoniobrown #metoo https://t.co/eugrhszalx',2019-10-16 21:19:00,0.0,1.0,0.0,0.0,neutral,set()
495," @luxymoo: hey kai, remember when i told you my metoo story because our stories were so similar and asked you to keep it confidential, an2\x806'",2019-10-16 21:19:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
496," @sandyaschneider: elizabeth warren once eulogized a man in front of his children, accusing him of sexual harassment. he chased her aroun2\x806'",2019-10-16 21:19:00,0.321,0.679,0.0,-0.6369,negative,{'sexual'}
497,one of my biggest problems with the #metoo movement was that it didn2\x80\x99t account for the abuse that assistants in hol2\x806 https://t.co/isj0tru5bl',2019-10-16 21:19:00,0.347,0.653,0.0,-0.7845,negative,{'movement'}
498, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:19:00,0.181,0.819,0.0,-0.4767,negative,set()
499,texasnanatam ** raises arthritic hand **\n#metoo',2019-10-16 21:19:00,0.0,0.556,0.444,0.4939,positive,set()
500,#metoo #nursetwitter nursing interventions when you recognize/suspect a patient has a history of abuse: https://t.co/ugph5qqkhk',2019-10-16 21:19:00,0.416,0.584,0.0,-0.7506,negative,set()
501," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 21:19:00,0.0,0.833,0.167,0.2023,positive,set()
502, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:19:00,0.181,0.819,0.0,-0.4767,negative,set()
503,nsouthern95 #metoo  clowns \0\x9f41 https://t.co/9uzmkym9vb',2019-10-16 21:19:00,0.0,1.0,0.0,0.0,neutral,set()
504, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:19:00,0.181,0.819,0.0,-0.4767,negative,set()
505," @chez_em: the absolutely shocking, egregious way this girl has been treated by the legal system in #cyprus it's disgraceful\n@patel4witha2\x806""",2019-10-16 21:18:00,0.193,0.71,0.097,-0.3597,negative,set()
506, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:18:00,0.181,0.819,0.0,-0.4767,negative,set()
507," @artonfurniture: #metoo #feminist #trudeaubrownface \nyou can't pretend to support anything if your the one doing it.\ntime to let this ma2\x806""",2019-10-16 21:18:00,0.093,0.728,0.179,0.3182,positive,set()
508,"higher wages, elimination of a sub-minimum wage, right to organize, basic labor standards are not just tools for ec2\x806 https://t.co/lq4tgpssb9'",2019-10-16 21:18:00,0.0,1.0,0.0,0.0,neutral,set()
509,"b""@stormisuponus that's #metoo . :)\n\nkinda like jr. high, just not at the popular table, but love my potus and usa!!!!""",2019-10-16 21:17:00,0.0,0.424,0.576,0.8591,positive,set()
510, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:17:00,0.181,0.819,0.0,-0.4767,negative,set()
511,"#metoo #nursetwitter how bad is it, and what are the signs? https://t.co/xwlynk54tn'",2019-10-16 21:17:00,0.412,0.588,0.0,-0.5423,negative,set()
512," @artonfurniture: #metoo #feminist #trudeaubrownface \nyou can't pretend to support anything if your the one doing it.\ntime to let this ma2\x806""",2019-10-16 21:17:00,0.093,0.728,0.179,0.3182,positive,set()
513," @chez_em: the absolutely shocking, egregious way this girl has been treated by the legal system in #cyprus it's disgraceful\n@patel4witha2\x806""",2019-10-16 21:17:00,0.193,0.71,0.097,-0.3597,negative,set()
514," @taranaburke: october marks the 2nd anniversary of the #metoo hashtag &amp; the start of a monumental shift. it rose awareness, but we deman2\x806'",2019-10-16 21:17:00,0.0,1.0,0.0,0.0,neutral,set()
515," @rewire_news: just last year, @americanatheist fired their president, david silverman, following reports of sexual assault and financial2\x806'",2019-10-16 21:16:00,0.381,0.619,0.0,-0.8126,negative,{'sexual'}
516," @gottmaninst: 2\x80\x9cas a psychotherapist supporting clients with abuse histories for 15 years, i've learned that the erasure of trust in othe2\x806""",2019-10-16 21:16:00,0.196,0.514,0.29,0.25,positive,set()
517," @kaceykells: ""a from the heart account of rape, from a precious young author. whether or not you or a loved one have suffered from any f2\x806'",2019-10-16 21:16:00,0.336,0.34,0.323,-0.0772,negative,set()
518,#ptg2019\n\npaul melia\n\nreflects on a cultural moment around:\n\n- #metoo\n\n- usa gymnastics\n\n- canadian alpine ski coac2\x806 https://t.co/wmd37hrvri',2019-10-16 21:16:00,0.0,1.0,0.0,0.0,neutral,set()
519,bcscience_ @onthebackhiway @jetsjets @marthaj39822484 @angelabelcamino @aoc the movement was great...at least for2\x806 https://t.co/dinrefkkam',2019-10-16 21:16:00,0.0,0.745,0.255,0.6249,positive,{'movement'}
520,rowena chiu has kept her #metoo story about harvey weinstein to herself for 21 years. \n\n@paloaltoweekly reporter2\x806 https://t.co/fnrl1mno1w',2019-10-16 21:16:00,0.0,1.0,0.0,0.0,neutral,set()
521," @chaleeboh3131: you think matt lauer has sexual problems, well, cuba gooding jr. now faces allegations from 14 women, prosecutors have r2\x806'",2019-10-16 21:16:00,0.161,0.714,0.125,-0.1531,negative,{'sexual'}
522, @swampys8th: @cbcaelite1 #metoo\n\nfederal prosecutors charged turkish bank halkbank on tuesday with participating in a multibillion-dolla2\x806',2019-10-16 21:16:00,0.122,0.878,0.0,-0.2023,negative,set()
523," @newshour: the founder of #metoo is using the second anniversary of the movement to launch #metoovoter, a new effort intended to mobiliz2\x806'",2019-10-16 21:16:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
524, @taranaburke: disappointed that #metoovoter was not apart of this #demdebate but we are going to keep pushing this issue! \n\nsign our pet2\x806',2019-10-16 21:16:00,0.22,0.78,0.0,-0.4767,negative,set()
525,#metoo #nursetwitter let2\x80\x99s make sure we aren2\x80\x99t inadvertently re-traumatizing our patients. knowledge=empowerment https://t.co/pj2sehqseb',2019-10-16 21:16:00,0.16,0.728,0.112,-0.25,negative,set()
526, @theview: actress and #metoo activist @alyssa_milano opens up about why she went public with her sexual assault story 25 years later: 2\x80\x9ci2\x806',2019-10-16 21:15:00,0.202,0.798,0.0,-0.5859,negative,"{'years', 'sexual'}"
527," @ambertamblyn: months before metoo broke us wide open, a man tapped me on the shoulder at a restaurant and said he had read this op-ed i2\x806'",2019-10-16 21:15:00,0.189,0.811,0.0,-0.4215,negative,{'metoo'}
528, @jodikantor: this story by @lisaxmiller goes in my personal canon of the very best #metoo writing. stay until the end. https://t.co/fod92\x806',2019-10-16 21:15:00,0.0,0.756,0.244,0.6369,positive,set()
529,"b""@laurenhitt people comply because they assume the laws have passed constitutional scrutiny. this one wouldn't, so n2\x806 https://t.co/5sughl2uyk""",2019-10-16 21:15:00,0.0,1.0,0.0,0.0,neutral,set()
530,momsquotes_ @charlaine_metoo exact #fuckpeople',2019-10-16 21:15:00,0.0,1.0,0.0,0.0,neutral,set()
531, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:14:00,0.181,0.819,0.0,-0.4767,negative,set()
532, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:14:00,0.181,0.819,0.0,-0.4767,negative,set()
533," @c_rich75: @tariqnasheed i'd like to see more black men filing defamation lawsuits against networks &amp; accusers,etc. this #metoo &amp; witch2\x806""",2019-10-16 21:14:00,0.084,0.785,0.131,0.2263,positive,set()
534, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:14:00,0.181,0.819,0.0,-0.4767,negative,set()
535," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 21:14:00,0.0,0.833,0.167,0.2023,positive,set()
536,frankie yankovic would not hold up well in the #metoo era.',2019-10-16 21:13:00,0.0,0.741,0.259,0.2732,positive,set()
537, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:13:00,0.181,0.819,0.0,-0.4767,negative,set()
538, @troitorain: is this the new pill cosby? https://t.co/re8ghd4kdn @youngyellow62 #cubagoodingjr #metoo https://t.co/gifh7jr35i',2019-10-16 21:13:00,0.0,1.0,0.0,0.0,neutral,set()
539,"b""@0siristhegreat i say you #metoo them. you were unconscious and could not consent to it, therefore it's not your fault""",2019-10-16 21:13:00,0.255,0.566,0.179,-0.2023,negative,set()
540," @essence: on the second anniversary of #metoo, @taranaburke gets real about the movement and its future: https://t.co/lzondhbz70 https:/2\x806'",2019-10-16 21:13:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
541, @vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 21:13:00,0.0,0.838,0.162,0.4404,positive,set()
542, @hrw: the #metoo movement2\x80\x99s powerful new tool https://t.co/vk7utn7jyw #timesup https://t.co/of12hdi4k,2019-10-16 21:13:00,0.0,0.811,0.189,0.4215,positive,set()
543, @majesticmayaaa: dear @taranaburke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being h.i.v2\x806',2019-10-16 21:13:00,0.253,0.604,0.143,-0.4588,negative,"{'sexual', 'women'}"
544, @thedailybeast: .@lakebell says she has witnessed the entertainment industry change 2\x80\x9ca thousand percent2\x80\x9d when it comes to how women are2\x806',2019-10-16 21:13:00,0.0,0.851,0.149,0.4215,positive,{'women'}
545, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:13:00,0.181,0.819,0.0,-0.4767,negative,set()
546, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:13:00,0.181,0.819,0.0,-0.4767,negative,set()
547," @theview: ""so much goes into the thought of admitting this, not only to the world, but to yourself. i have never really been ready for t2\x806'",2019-10-16 21:12:00,0.205,0.795,0.0,-0.3241,negative,set()
548," @thebettinaarndt: from england, further evidence of the damaging effects of #metoo and educating girls to fear boys. we need to see this2\x806'",2019-10-16 21:12:00,0.351,0.649,0.0,-0.7579,negative,set()
549," @cindimadsen: 2\x80\x9cwe will talk. i love that, mom. you should blog about this so we can help other girls, and that should be the title.2\x80\x9d\n\na2\x806'",2019-10-16 21:12:00,0.0,0.635,0.365,0.7845,positive,set()
550, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:12:00,0.181,0.819,0.0,-0.4767,negative,set()
551," @essence: on the second anniversary of #metoo, @taranaburke gets real about the movement and its future: https://t.co/lzondhbz70 https:/2\x806'",2019-10-16 21:11:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
552," @newshour: the founder of #metoo is using the second anniversary of the movement to launch #metoovoter, a new effort intended to mobiliz2\x806'",2019-10-16 21:11:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
